design,rank,algorithm,variant_label,final_score,active_weight_sum,and,and_rank,and_score,lev,lev_rank,lev_score,runtime,runtime_rank,runtime_score,memory,memory_rank,memory_score
tc_public_6/input.blif,4,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.2,1.0,162.0,1,10,4.0,1,10,10.62270326,4,7,23736.0,3,8
tc_public_6/input.blif,5,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",9.0,1.0,162.0,1,10,4.0,1,10,14.92278607,5,6,23736.0,3,8
tc_public_7/input.blif,1,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",9.9,1.0,252.0,1,10,3.0,1,10,0.446,1,10,15324.0,2,9
tc_public_7/input.blif,2,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",9.6,1.0,252.0,1,10,3.0,1,10,2.499,3,8,14464.0,1,10
tc_public_7/input.blif,3,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",9.4,1.0,252.0,1,10,3.0,1,10,1.794597229,2,9,25220.0,5,6
tc_public_7/input.blif,4,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.2,1.0,252.0,1,10,3.0,1,10,10.65216797,4,7,23736.0,3,8
tc_public_7/input.blif,5,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",9.0,1.0,252.0,1,10,3.0,1,10,15.19902014,5,6,23736.0,3,8
tc_public_8/input.blif,1,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",9.9,1.0,193.0,1,10,3.0,1,10,0.434,1,10,15328.0,2,9
tc_public_8/input.blif,2,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",9.6,1.0,193.0,1,10,3.0,1,10,2.548,3,8,14280.0,1,10
tc_public_8/input.blif,3,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",9.4,1.0,193.0,1,10,3.0,1,10,1.773529862,2,9,25220.0,5,6
tc_public_8/input.blif,4,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.2,1.0,193.0,1,10,3.0,1,10,10.66835465,4,7,23736.0,3,8
tc_public_8/input.blif,5,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",9.0,1.0,193.0,1,10,3.0,1,10,15.3749885,5,6,23736.0,3,8
tc_public_9/input.blif,1,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",9.9,1.0,224.0,1,10,5.0,1,10,0.447,1,10,15316.0,2,9
tc_public_9/input.blif,2,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",9.6,1.0,224.0,1,10,5.0,1,10,2.527,3,8,14356.0,1,10
tc_public_9/input.blif,3,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",9.4,1.0,224.0,1,10,5.0,1,10,1.832524284,2,9,25220.0,5,6
tc_public_9/input.blif,4,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.2,1.0,224.0,1,10,5.0,1,10,10.72773797,4,7,23736.0,3,8
tc_public_9/input.blif,5,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",9.0,1.0,224.0,1,10,5.0,1,10,15.23546365,5,6,23736.0,3,8
tc_public_10/input.blif,1,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",9.7,1.0,161.0,1,10,4.0,1,10,1.710753185,2,9,15056.0,2,9
tc_public_10/input.blif,2,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",9.6,1.0,161.0,1,10,4.0,1,10,0.425,1,10,16464.0,5,6
tc_public_10/input.blif,2,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",9.6,1.0,161.0,1,10,4.0,1,10,2.48,3,8,14268.0,1,10
tc_public_10/input.blif,4,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.1,1.0,161.0,1,10,4.0,1,10,10.53878499,4,7,15376.0,4,7
tc_public_10/input.blif,5,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",9.0,1.0,161.0,1,10,4.0,1,10,14.80511607,5,6,15180.0,3,8
tc_public_11/input.blif,1,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",9.6,1.0,1064.0,1,10,6.0,1,10,0.602,1,10,15652.0,5,6
tc_public_11/input.blif,1,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",9.6,1.0,1064.0,1,10,6.0,1,10,2.631,3,8,14944.0,1,10
tc_public_11/input.blif,1,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",9.6,1.0,1064.0,1,10,6.0,1,10,2.125897456,2,9,15540.0,3,8
tc_public_11/input.blif,4,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.3,1.0,1064.0,1,10,6.0,1,10,11.28386011,4,7,15480.0,2,9
tc_public_11/input.blif,5,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.9,1.0,1064.0,1,10,6.0,1,10,15.89602663,5,6,15640.0,4,7
tc_public_12/input.blif,1,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",9.6,1.0,1353.0,1,10,13.0,1,10,0.716,1,10,16124.0,5,6
tc_public_12/input.blif,2,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",9.2,1.0,1354.0,2,9,13.0,1,10,2.578751694,2,9,15636.0,2,9
tc_public_12/input.blif,3,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",8.1,1.0,1358.0,3,8,13.0,1,10,9.950242035,4,7,16040.0,4,7
tc_public_12/input.blif,4,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",7.6,1.0,1382.0,5,6,13.0,1,10,2.798,3,8,15164.0,1,10
tc_public_12/input.blif,5,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",7.5,1.0,1371.0,4,7,13.0,1,10,15.5318726,5,6,15880.0,3,8
tc_public_13/input.blif,1,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",9.3,1.0,1043.0,2,9,13.0,1,10,0.612,1,10,15820.0,3,8
tc_public_13/input.blif,2,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",9.1,1.0,1043.0,2,9,13.0,1,10,2.682,3,8,15012.0,1,10
tc_public_13/input.blif,3,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.9,1.0,1026.0,1,10,13.0,1,10,15.77257025,5,6,15880.0,4,7
tc_public_13/input.blif,4,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",8.2,1.0,1058.0,4,7,13.0,1,10,2.338559379,2,9,15636.0,2,9
tc_public_13/input.blif,5,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",7.5,1.0,1058.0,4,7,13.0,1,10,11.20866189,4,7,16040.0,5,6
tc_public_14/input.blif,1,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.2,1.0,3810.0,1,10,24.0,1,10,13.75634905,4,7,18776.0,3,8
tc_public_14/input.blif,2,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",9.0,1.0,3810.0,1,10,24.0,1,10,19.82273689,5,6,18776.0,3,8
tc_public_14/input.blif,3,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",8.8,1.0,4027.0,3,8,24.0,1,10,3.915,2,9,18136.0,1,10
tc_public_14/input.blif,4,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",7.4,1.0,4043.0,4,7,25.0,4,7,7.161011451,3,8,18648.0,2,9
tc_public_14/input.blif,5,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",7.0,1.0,4083.0,5,6,25.0,4,7,2.047,1,10,18828.0,5,6
tc_public_15/input.blif,1,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.1,1.0,923.0,1,10,10.0,1,10,11.57533776,4,7,18776.0,4,7
tc_public_15/input.blif,1,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",9.1,1.0,924.0,2,9,10.0,1,10,2.725,3,8,14688.0,1,10
tc_public_15/input.blif,3,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",8.4,1.0,927.0,4,7,10.0,1,10,0.661,1,10,16536.0,2,9
tc_public_15/input.blif,3,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.4,1.0,924.0,2,9,10.0,1,10,16.33525706,5,6,18776.0,4,7
tc_public_15/input.blif,5,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",7.6,1.0,928.0,5,6,10.0,1,10,2.234288854,2,9,18648.0,3,8
tc_public_16/input.blif,1,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",9.9,1.0,45.0,1,10,6.0,1,10,0.411,1,10,14788.0,2,9
tc_public_16/input.blif,2,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",9.6,1.0,45.0,1,10,6.0,1,10,2.471,3,8,13844.0,1,10
tc_public_16/input.blif,2,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",9.6,1.0,45.0,1,10,6.0,1,10,1.674063123,2,9,18648.0,3,8
tc_public_16/input.blif,4,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.1,1.0,45.0,1,10,6.0,1,10,10.35882577,4,7,18776.0,4,7
tc_public_16/input.blif,5,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.9,1.0,45.0,1,10,6.0,1,10,14.76214892,5,6,18776.0,4,7
tc_public_17/input.blif,1,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",9.9,1.0,93.0,1,10,6.0,1,10,0.426,1,10,14800.0,2,9
tc_public_17/input.blif,2,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",9.6,1.0,93.0,1,10,6.0,1,10,2.49,3,8,13816.0,1,10
tc_public_17/input.blif,2,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",9.6,1.0,93.0,1,10,6.0,1,10,1.698053721,2,9,18648.0,3,8
tc_public_17/input.blif,4,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.1,1.0,93.0,1,10,6.0,1,10,10.56226132,4,7,18776.0,4,7
tc_public_17/input.blif,5,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.9,1.0,93.0,1,10,6.0,1,10,14.92119709,5,6,18776.0,4,7
tc_public_18/input.blif,1,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",9.6,1.0,498.0,1,10,12.0,1,10,2.761,3,8,14104.0,1,10
tc_public_18/input.blif,2,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.9,1.0,498.0,1,10,12.0,1,10,15.91660137,5,6,18776.0,4,7
tc_public_18/input.blif,3,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",8.6,1.0,501.0,3,8,12.0,1,10,2.417545842,2,9,18648.0,3,8
tc_public_18/input.blif,4,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",8.1,1.0,501.0,3,8,12.0,1,10,11.4298127,4,7,18776.0,4,7
tc_public_18/input.blif,5,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",7.9,1.0,504.0,5,6,12.0,1,10,0.63,1,10,14968.0,2,9
tc_public_19/input.blif,1,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.1,1.0,5217.0,1,10,18.0,1,10,14.32275887,4,7,18776.0,4,7
tc_public_19/input.blif,2,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.9,1.0,5217.0,1,10,18.0,1,10,21.21488694,5,6,18776.0,4,7
tc_public_19/input.blif,3,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",8.8,1.0,5226.0,3,8,18.0,1,10,5.108,2,9,17336.0,1,10
tc_public_19/input.blif,4,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",7.9,1.0,5322.0,5,6,18.0,1,10,0.63,1,10,18552.0,2,9
tc_public_19/input.blif,4,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",7.9,1.0,5256.0,4,7,18.0,1,10,11.28728425,3,8,18648.0,3,8
tc_public_20/input.blif,1,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.1,1.0,5448.0,1,10,20.0,1,10,12.73705805,4,7,18776.0,4,7
tc_public_20/input.blif,2,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.9,1.0,5448.0,1,10,20.0,1,10,17.87654286,5,6,18776.0,4,7
tc_public_20/input.blif,3,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",8.8,1.0,5463.0,3,8,20.0,1,10,5.281,2,9,17496.0,1,10
tc_public_20/input.blif,4,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",7.9,1.0,5616.0,5,6,20.0,1,10,3.435,1,10,18620.0,2,9
tc_public_20/input.blif,4,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",7.9,1.0,5508.0,4,7,20.0,1,10,11.77388508,3,8,18648.0,3,8
tc_public_21/input.blif,1,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.1,1.0,5466.0,1,10,20.0,1,10,12.73588437,4,7,18776.0,4,7
tc_public_21/input.blif,2,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.9,1.0,5466.0,1,10,20.0,1,10,18.41095522,5,6,18776.0,4,7
tc_public_21/input.blif,3,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",8.8,1.0,5481.0,3,8,20.0,1,10,5.23,2,9,17496.0,1,10
tc_public_21/input.blif,4,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",7.9,1.0,5637.0,5,6,20.0,1,10,3.344,1,10,18644.0,2,9
tc_public_21/input.blif,4,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",7.9,1.0,5532.0,4,7,20.0,1,10,11.94450062,3,8,18648.0,3,8
tc_public_22/input.blif,1,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.4,1.0,10905.0,1,10,20.0,1,10,20.93400567,3,8,22916.0,3,8
tc_public_22/input.blif,2,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.9,1.0,10905.0,1,10,20.0,1,10,27.29900184,5,6,23072.0,4,7
tc_public_22/input.blif,3,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",8.8,1.0,10926.0,3,8,20.0,1,10,7.805,2,9,22160.0,1,10
tc_public_22/input.blif,4,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",7.8,1.0,11118.0,4,7,20.0,1,10,21.84226925,4,7,22360.0,2,9
tc_public_22/input.blif,5,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",7.6,1.0,11172.0,5,6,20.0,1,10,6.01,1,10,23076.0,5,6
tc_public_23/input.blif,1,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",9.9,1.0,1530.0,1,10,16.0,1,10,0.856,1,10,16392.0,2,9
tc_public_23/input.blif,2,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",9.6,1.0,1530.0,1,10,16.0,1,10,2.826,3,8,15312.0,1,10
tc_public_23/input.blif,2,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",9.6,1.0,1530.0,1,10,16.0,1,10,2.722724497,2,9,22360.0,3,8
tc_public_23/input.blif,4,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.1,1.0,1530.0,1,10,16.0,1,10,12.47416661,4,7,22916.0,4,7
tc_public_23/input.blif,5,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.8,1.0,1530.0,1,10,16.0,1,10,17.76558507,5,6,23072.0,5,6
tc_public_24/input.blif,1,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",9.9,1.0,215.0,1,10,8.0,1,10,0.441,1,10,16108.0,2,9
tc_public_24/input.blif,2,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",9.6,1.0,215.0,1,10,8.0,1,10,2.466,3,8,14080.0,1,10
tc_public_24/input.blif,2,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",9.6,1.0,215.0,1,10,8.0,1,10,1.820583251,2,9,22360.0,3,8
tc_public_24/input.blif,4,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.1,1.0,215.0,1,10,8.0,1,10,10.53352524,4,7,22916.0,4,7
tc_public_24/input.blif,5,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.8,1.0,215.0,1,10,8.0,1,10,15.1345327,5,6,23072.0,5,6
tc_public_25/input.blif,1,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",9.9,1.0,26.0,1,10,4.0,1,10,0.416,1,10,14944.0,2,9
tc_public_25/input.blif,2,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",9.6,1.0,26.0,1,10,4.0,1,10,2.426,3,8,14008.0,1,10
tc_public_25/input.blif,2,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",9.6,1.0,26.0,1,10,4.0,1,10,1.81036503,2,9,22360.0,3,8
tc_public_25/input.blif,4,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.1,1.0,26.0,1,10,4.0,1,10,10.43234118,4,7,22916.0,4,7
tc_public_25/input.blif,5,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.8,1.0,26.0,1,10,4.0,1,10,14.91438049,5,6,23072.0,5,6
tc_public_26/input.blif,1,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.1,1.0,1027.0,1,10,10.0,1,10,9.494945357,4,7,22916.0,4,7
tc_public_26/input.blif,2,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",8.6,1.0,1052.0,3,8,10.0,1,10,2.913,3,8,14704.0,1,10
tc_public_26/input.blif,3,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",8.4,1.0,1064.0,4,7,10.0,1,10,0.789,1,10,15660.0,2,9
tc_public_26/input.blif,4,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.3,1.0,1046.0,2,9,10.0,1,10,16.77223333,5,6,23072.0,5,6
tc_public_26/input.blif,5,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",8.1,1.0,1064.0,4,7,10.0,1,10,2.458743609,2,9,22360.0,3,8
tc_public_27/input.blif,1,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",9.9,1.0,376.0,1,10,7.0,1,10,0.481,1,10,14948.0,2,9
tc_public_27/input.blif,2,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",9.6,1.0,376.0,1,10,7.0,1,10,2.468,3,8,14152.0,1,10
tc_public_27/input.blif,2,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",9.6,1.0,376.0,1,10,7.0,1,10,1.917410548,2,9,22360.0,3,8
tc_public_27/input.blif,4,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.1,1.0,376.0,1,10,7.0,1,10,10.65745567,4,7,22916.0,4,7
tc_public_27/input.blif,5,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.8,1.0,376.0,1,10,7.0,1,10,15.16791791,5,6,23072.0,5,6
tc_public_28/input.blif,1,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",9.9,1.0,520.0,1,10,7.0,1,10,0.51,1,10,15008.0,2,9
tc_public_28/input.blif,2,MABSyn-UCB1Prefix,"steps=10,iters=10,ucb_c=0.4,seed=0",9.6,1.0,520.0,1,10,7.0,1,10,2.505,3,8,14200.0,1,10
tc_public_28/input.blif,2,SASyn,"seq=10,iters=100,min_temp=0.001,seed=0",9.6,1.0,520.0,1,10,7.0,1,10,1.953530868,2,9,22360.0,3,8
tc_public_28/input.blif,4,HybridSyn,"seq=10,warmup=3,warmup_episodes=10,topk=1,iters=10,ucb_c=0.4,cpuct=1.0,mu=0.9",9.1,1.0,520.0,1,10,7.0,1,10,10.82136205,4,7,22916.0,4,7
tc_public_28/input.blif,5,MCTSyn,"seq=10,iters=10,cpuct=1.0,mu=0.9,",8.8,1.0,520.0,1,10,7.0,1,10,15.4617902,5,6,23072.0,5,6
tc_public_29/input.blif,1,MABSyn-UCB1,"steps=10,iters=10,ucb_c=2.0,seed=0",9.9,1.0,109.0,1,10,7.0,1,10,0.425,1,10,14908.0,2,9
